customer_message,agent_response,company
That's silly so everyone's packed In like sardines.,Trains are designed to carry standing passengers in the aisles and vestibule areas,VirginTrains
Flight #39 on October 9th.,Unfortunately we had to cancel that leg but they can reach out to us at 1-800-IFLY-SWA and be reaccomodated on the next available flight,SouthwestAir
"Amazon.in, and directly from Amazon.",I understand your concern about the refund methods. A refund is only processed to the original payment method used to complete your order. Do keep u sposted for any further assistance.,AmazonHelp
"I have followed all instructions, and even had a live chat. Despite paypal and my card being to separate banks you said was bank's fault.",Sorry for the frustration. We have sent you a direct message.,AskPlayStation
but is it a possibility in the (near) future?,"it's on our enhancement list, but couldn't say when it will come",VMUcare
[TYPE YOUR QUESTION HERE] #hppsdr #ijkhelp,"Hi Sachin, thank you for contacting HP Support on Twitter. Are you experiencing a technical issue with your HP printer? If so, let me know :) Thanks! Asmita - HP Social Media Tech Support",HPSupport
Do you guys have a generic support email? Emailed an agent from online chat last week and no response.,"Hi, we don't offer email support. If you're needing assistance please contact our live support:",GoDaddyHelp
& now they are saying my return is cancelled & I have to pay in full for the round trip ticket as well as a one way ticket back to dallas,"That's correct, if you don't take your flight in order, then the whole ticket is invalid. Our apologies for any misinformation given.",AmericanAir
"NEVER BOOK W/AMERICAN. ALL YOU GET IS A SCRIPT READ TO YOU, ABOUT THE PROBLEMS YOU ARE ENCOUNTERING. READ MY PREVIOUS TWEET FOR FURTHER INFO.we accidentally got book back in June, I thought oh well,it will be ok.now no pilot,might not get home 4 Christmas😠😠","Flights haven't been canceled, Scotty. We're resolving the issue and fully expect to fly during the holiday season.",AmericanAir
How come our business account which has three users assigned to it keeps saying it's full when we paid $99 yesterday?,"Hi Zach, could you confirm which business account you applied for? $99 is the price for a personal account on an annual Plus plan.",DropboxSupport
My software is up to date. I'm losing hope with your service.,We'd certainly hate to lose you! We kindly ask that you run through the suggested steps to ensure all bases are being covered.,hulu_support
Nothing like a good ole fashion #double #cheeseburger 🍔 👅#McDonalds,"It sounds like you’re having a fantastic day! Thanks for letting us be a part of it, Austyn.",McDonalds
No. When I do that it immediately pauses the workout when it hits 0,Thanks for the info. Go ahead and uninstall the NRC app from both devices> restart your device> reinstall the NRC app. All better?,NikeSupport
"Hey so this is the third time this happens, out of nowhere all my downloads disappear. ☹️ I went to listen to music offline today and found that I couldn't because they were all gone.","Hey Adrian, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /SY",SpotifyCares
"Trying to create a new account, but when I type in my postal code my ps4 tells me it's not valid. HELP!",Sorry for the delay. Are you still experiencing this issue?,AskPlayStation
Help need to move my domain off of my former business partner's account. Been like this for a while after clicking within GRID,"Please open a support request, chat, or call at 310-841-5500 and we would be happy to investigate!",mediatemplehelp
I woke up having taken money out of my account for a check that was fraudulently cashed and reported to them one year ago,"Hi, Jaime. We're here to help. Pls click to send your name/zip/phone #/acct type.",BofA_Help
could one of you beautiful humans slide in my dms.,Thanks so much for reaching out to us. Shoot me a dm so I can assist you today. :) *ConnieMixson,TMobileHelp
"Thanks, I already took it to the Apple store. The problem is that your QC is really terrible. Less than a week? Really?!","Thanks for keeping us updated. If you encounter any issues in the future, feel free to reach out to us, and we'll gladly assist.",AppleSupport
Lol the moat comman and expected answer but there was nothing happened.,"We understand your concern. As checked, there are VAS services initiated by you and that's the reason deduction happened. Regards,Pritam",idea_cares
"it would be great if we could specify that you don't use, another delivery wasn't made on time and I constantly receive mail that has been sorted incorrectly.",I'm so sorry for the frustrating experience! We'd like to look into this ongoing issue with you more. Please reach us by chat/phone here:,AmazonHelp
"All of them are 9.99 or under, only King Arthur is a different price at 21.99.","Would you mind sending a screenshot of another 2017-movie release from the Black Friday sale folder that reflects as under $10? In addition, please send a DM with your full name, address, and the primary phone number listed on the account for security purposes. -GO",comcastcares
i hv provided all d details. Wen shld i expect ur call. Dnt u think 12 hrs is a way too much for a response.,"You must've received an e-mail from us, could you please check?",AmazonHelp
hi talk me in the PRIVATE massege,"Hey there, we've responded to your DM, so please message back whenever you get the chance!",AskPayPal
"oi gente fui assinar o kindle unlimited e recebi um e-mail estranho, me ajuda aí","Olá, Leo. Você poderia nos fornecer mais detalhes sobre o problema?",AmazonHelp
app is still not working on my smart tv. What is going on? I’ve reset multiple times and nothing,Apologies for the delay! We'd love to help. Please contact us here: for immediate assistance. ✅,hulu_support
Apparently I cannot verify my phone number with because of DND. They recommended disabling DND for SMS verification to work. Ouch.,Sorry you feel that way. But to receive the SMS the number should be removed from the DND service.,AmazonHelp
It is a birthday present for tomorrow so need to know whether to cancel order or not.,"HI, I am very sorry to hear this.I understand it is a gift so please reach out to us directly here:",AmazonHelp
I have already furnished you the current outstanding details in last tweet with an screenshot. How can I pay a bill with negative amount?,"As checked your outstanding is cleared. We are working on it. Request you to bear with us for sometime. Rgds, Amit",idea_cares
